Accession Number	Annotation	1	2	3
SPO3445	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	1.37E+06	1.41E+06	1.48E+06
SPO3446	"Thiol:disulfide interchange protein, DsbA family"	1.66E+07	1.70E+07	1.64E+07
SPO3447	RNA-binding protein	1.62E+06	1.63E+06	1.55E+06
SPO3448	Adenine DNA glycosylase (EC 3.2.2.31)	588121	589402	611469
SPO3449	Fatty acid desaturase family protein	1.69E+06	1.57E+06	1.68E+06
SPO3450	Adenylate/guanylate cyclase	1.32E+06	1.28E+06	1.29E+06
SPO3451	Methyltransferase (EC 2.1.1.-)	1.97E+06	2.01E+06	1.87E+06
SPO3452	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	1.15E+06	1.26E+06	1.30E+06
SPO3452a	Unknown	916159	800352	781617
SPO3453	Lipoprotein	539564	596065	595750
SPO3454	OmpR/PhoB-type domain-containing protein	1.32E+06	1.25E+06	1.35E+06
SPO3455	Adenylate/guanylate cyclase	1.13E+06	1.13E+06	1.13E+06
SPO3456	"Flagellar protein, putative"			19549.3
SPO3458	"Flagellar protein FlaF, putative"	24185.9	17815.5	22745.7
SPO3459	Flagellin	40577.1	18531.5	42866.3
SPO3460	FlgN		125089	15842.2
SPO3462	Flagellar hook-length control protein	29583.6	24061.4
SPO3463	Basal-body rod modification protein FlgD	58773.1	62123.6	61870.1
SPO3464	Aminoglycoside phosphotransferase domain-containing protein	884641	895261	791983
SPO3465	FAD dependent oxidoreductase domain-containing protein	863616	890288	860690
SPO3466	"Putrescine ABC transporter, permease protein"	81262.5	73212.6	73320.9
SPO3467	"Putrescine ABC transporter, permease protein"	534969	511780	551049
SPO3468	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	4.38E+06	4.32E+06	4.23E+06
SPO3469	Putrescine-binding periplasmic protein	1.10E+07	1.03E+07	1.08E+07
SPO3470	"Transcriptional regulator, GntR family"	4.12E+06	4.11E+06	4.04E+06
SPO3471	"Aminotransferase, class III"	9.66E+06	9.60E+06	9.61E+06
SPO3472	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	1.75E+07	1.69E+07	1.70E+07
SPO3473	"Polyamine ABC trasnporter, periplasmic polyamine-binding protein"	4.16E+07	4.08E+07	4.02E+07
SPO3474	"Polyamine ABC transporter, permease protein"	9.25E+06	8.64E+06	9.59E+06
SPO3475	"Polyamine ABC transporter, permease protein"	1.92E+06	1.65E+06	2.28E+06
SPO3476	Lipoprotein	518546	492600	473586
SPO3477	DUF599 domain-containing protein	1.04E+06	1.09E+06	1.17E+06
SPO3478	"Glycolate oxidase, GlcD subunit"	2.72E+06	3.26E+06	2.86E+06
SPO3479	"Glycolate oxidase, GlcE subunit"	691634	711516	691398
SPO3480	Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14)	523296	579540	575994
SPO3481	"Membrane protein, putative"	1.46E+06	1.85E+06	1.78E+06
SPO3482	Trypsin domain protein	362152	347877	336115
SPO3483	Serine protease (EC 3.4.21.-)	267897	291625	2.07E+06
SPO3484	"Heat shock protein, Hsp20 family"	571522	530144	569394
SPO3485	YdhG-like domain-containing protein	485869	557234	514600
SPO3486	Thioredoxin-like fold domain-containing protein	790652	815396	776277
SPO3487	Transcriptional regulator	274900	243555	262117
SPO3488	Peptidoglycan binding domain protein	3.84E+06	3.95E+06	3.82E+06
SPO3489	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	1.18E+07	1.13E+07	1.13E+07
SPO3490	"Transcriptional regulator, LysR family"	290703	277116	268392
SPO3491	"Methyltransferase, UbiE/COQ5 family"	1.85E+06	2.04E+06	1.92E+06
SPO3492	YtoQ family protein	6.43E+06	6.56E+06	6.53E+06
SPO3494	Glutathione S-transferase family protein	4.83E+06	4.88E+06	5.00E+06
SPO3495	Large-conductance mechanosensitive channel	513848	516541	538495
SPO3496	Small-conductance mechanosensitive channel	1.03E+07	1.11E+07	1.04E+07
SPO3498a	Unknown	1.02E+07	1.02E+07	1.07E+07
SPO3499	Elongation factor G (EF-G)	8.83E+07	8.72E+07	8.78E+07
SPO3500	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	1.08E+08	1.09E+08	1.10E+08
SPO3501	Small ribosomal subunit protein uS12 (30S ribosomal protein S12)	1.42E+08	1.43E+08	1.37E+08
SPO3502	Rhamnosyl transferase	5.59E+06	5.03E+06	4.95E+06
SPO3503	Rhamnosyl transferase	2.70E+06	2.53E+06	2.71E+06
SPO3505	"Membrane protein, putative"	183998	183767	194066
SPO3506	"DNA-binding protein, putative"	177068	199731	230228
SPO3507	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	4.26E+07	4.27E+07	4.29E+07
SPO3508	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	3.57E+07	3.55E+07	3.60E+07
SPO3509	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	1.61E+08	1.66E+08	1.53E+08
SPO3510	Large ribosomal subunit protein uL10 (50S ribosomal protein L10)	2.59E+07	2.63E+07	2.46E+07
SPO3511	"Glycosyl transferase, group 2 family protein"	1.36E+06	1.41E+06	1.45E+06
SPO3512	Glycosyltransferase	1.52E+06	1.44E+06	1.38E+06
SPO3513	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	8.48E+07	8.70E+07	8.65E+07
SPO3514	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	4.49E+07	4.56E+07	4.70E+07
SPO3516	Transcription termination/antitermination protein NusG	2.82E+07	2.60E+07	2.87E+07
SPO3517	Protein translocase subunit SecE	1.99E+06	1.57E+06	1.25E+06
SPO3518	Cupin type-2 domain-containing protein	1.38E+06	1.39E+06	1.33E+06
SPO3520	Copper-translocating P-type ATPase (EC 3.6.3.4)	1.30E+06	1.32E+06	1.24E+06
SPO3521	"FixH protein, putative"	1.71E+06	1.75E+06	1.66E+06
SPO3522	"Iron-sulfur-binding protein, RdxA/RdxB/FixG family"	2.28E+06	2.11E+06	2.17E+06
SPO3523	Cbb3-type cytochrome c oxidase subunit	5.59E+06	5.88E+06	5.64E+06
SPO3524	"Cytochrome c oxidase, cbb3-type, subunit IV (EC 1.9.3.1)"	382566	326125	322243
SPO3525	"Cytochrome c oxidase, cbb3-type, subunit II (EC 1.9.3.1)"	3.31E+06	3.40E+06	2.94E+06
SPO3526	cytochrome-c oxidase (EC 7.1.1.9)	1.17E+06	1.08E+06	1.01E+06
SPO3527	Universal stress protein family protein	1.36E+07	1.32E+07	1.34E+07
SPO3529	Serine hydroxymethyltransferase (EC 2.1.2.1)	1.57E+06	1.43E+06	1.43E+06
SPO3530	"Transcriptional regulator, LysR family"	869088	880681	702928
SPO3531	Transcriptional activator protein FnrL	4.63E+06	4.58E+06	4.80E+06
SPO3532	Coproporphyrinogen-III oxidase (EC 1.3.98.3)	2.84E+06	2.80E+06	2.52E+06
SPO3533	Elongation factor G	2.38E+06	2.41E+06	2.47E+06
SPO3534	"Oligopeptide/dipeptide uptake family ABC transporter, ATP-binding protein"	2.49E+06	2.46E+06	2.44E+06
SPO3535	"Oligopeptide/dipeptide uptake family ABC transporter, permease protein"	3.70E+06	3.75E+06	3.97E+06
SPO3536	"Oligopeptide/dipeptide uptake family ABC transporter, permease protein"	1.11E+06	1.12E+06	1.12E+06
SPO3537	"Oligopeptide/dipeptide uptake family ABC transporter, periplasmic substrate-binding protein"	4.72E+06	4.64E+06	4.71E+06
SPO3538	Cytochrome c552	4.87E+06	4.82E+06	4.69E+06
SPO3539	prephenate dehydratase (EC 4.2.1.51)	4.30E+06	4.19E+06	4.01E+06
SPO3540	DNA polymerase III subunits gamma and tau	5.29E+06	5.08E+06	5.83E+06
SPO3541	NAD(+) diphosphatase (EC 3.6.1.22)	3.57E+06	3.51E+06	3.42E+06
SPO3542	"2`,3`-cyclic-nucleotide 2`-phosphodiesterase, putative"	1.82E+06	1.69E+06	1.86E+06
SPO3543	Uncharacterized protein	168846	105791	165104
SPO3544	AB hydrolase-1 domain-containing protein	346941	316942	369597
SPO3545	"Transcriptional regulator, TetR family"	1.01E+06	881517	919216
SPO3546	"Zinc metallopeptidase, putative"	1.60E+06	1.60E+06	1.58E+06
SPO3547	Uncharacterized protein		189641
SPO3548	protein-tyrosine-phosphatase (EC 3.1.3.48)	1.45E+06	1.53E+06	1.37E+06
SPO3550	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	5.17E+06	5.35E+06	5.31E+06
SPO3551	"Acetyltransferase, GNAT family"	1.05E+06	1.02E+06	996393
SPO3552	"Oxidoreductase, FAD-binding protein"	1.08E+06	1.15E+06	1.15E+06
SPO3553	MnmC-like methyltransferase domain-containing protein	1.05E+06	1.17E+06	1.13E+06
SPO3554	"Membrane protein, putative"	327718	303610	337837
SPO3555	"Transglycosylase, Slt family"	3.49E+06	3.53E+06	3.45E+06
SPO3556	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	1.01E+07	1.05E+07	1.03E+07
SPO3557	Sulfite dehydrogenase subunit SoeC transmembrane sulfate transporter	288049	293242	332378
SPO3558	Sulfite dehydrogenase iron-sulfur cluster-binding subunit SoeB cytosolic protein	282387	257041	242523
SPO3559	Sulfite dehydrogenase molybdopterin cofacter-binding subunit SoeA cytosolic protein	784524	783596	784972
SPO3560	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)		13231.1
SPO3561	sulfoacetaldehyde acetyltransferase (EC 2.3.3.15)	1.33E+06	1.39E+06	1.35E+06
SPO3562	Taurine transcriptional regulator	520438	510727	497350
SPO3563	"Transcriptional regulator, ArsR family"	178199	146507	188220
SPO3564	"Permease, putative"	46707.4	25331.7
SPO3565	NusG domain-containing protein	2.52E+06	2.41E+06	2.49E+06
SPO3566	Cytoplasmic protein	2.41E+07	2.42E+07	2.24E+07
SPO3567	Ribonuclease T2 family protein	2.04E+06	1.95E+06	1.93E+06
SPO3568	Uncharacterized protein	5.73E+06	5.23E+06	5.49E+06
SPO3569	Recombination protein RecR	655968	680510	716803
SPO3570	Nucleoid-associated protein SPO3570	7.06E+06	5.89E+06	6.61E+06
SPO3571	"Transcriptional regulator, AraC family"	1.70E+06	1.85E+06	1.76E+06
SPO3572	Isochorismatase family protein	97712.5	84591	100362
SPO3573	NADPH-dependent FMN reductase domain protein	9.86E+06	9.76E+06	9.94E+06
SPO3574	Short chain dehydrogenase	1.29E+06	1.33E+06	1.23E+06
SPO3575	"Transcriptional regulator, MerR family"	149202	136735	136713
SPO3576	OmpA domain protein	2.39E+07	2.22E+07	2.31E+07
SPO3577	Transcriptional regulator	209977	194852	214116
SPO3578	ADA regulatory protein	1.28E+06	1.36E+06	1.38E+06
SPO3579	"Transcriptional regulator, MarR family"	436795	397887	409374
SPO3580	Isochorismatase family protein	1.62E+06	1.60E+06	1.61E+06
SPO3581	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	4.74E+06	4.66E+06	4.77E+06
SPO3582	"Kinase, pfkB family"	8.88E+06	9.33E+06	9.08E+06
SPO3583	Transcriptional regulator PecS	480392	445975	442149
SPO3584	"Membrane protein, drug/metabolite transporter (DMT) family"	368904	343082	320158
SPO3585	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)	3.82E+06	3.76E+06	3.93E+06
SPO3586	"2,4-dienoyl-CoA reductase (EC 1.3.1.34)"	1.05E+07	1.02E+07	1.01E+07
SPO3587	Uncharacterized protein	2.75E+06	2.54E+06	2.63E+06
SPO3590	DUF4399 domain-containing protein	183716	190909	196339
SPO3591	Auxin efflux carrier family protein		77476.6	89889.6
SPO3592	"Transcriptional regulator, LysR family"	1.98E+06	1.91E+06	1.81E+06
SPO3593	Sulfatase family protein	4.58E+06	4.44E+06	4.46E+06
SPO3594	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	8.97E+06	9.25E+06	9.06E+06
SPO3595	"Transcriptional regulator, AraC family"	105961	122356	133172
SPO3596	Pyridoxamine 5'-phosphate oxidase family protein	939225	953489	885869
SPO3597	Tryptophan 2-monooxygenase (EC 1.13.12.3)	510044	553828	511445
SPO3598	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	6.78E+07	6.49E+07	6.13E+07
SPO3599	Large ribosomal subunit protein bL35 (50S ribosomal protein L35)	7.04E+07	6.72E+07	7.09E+07
SPO3600	Pyruvate kinase (EC 2.7.1.40)	2.38E+07	2.32E+07	2.32E+07
SPO3601	N-formylglutamate amidohydrolase family protein	3.27E+06	3.12E+06	3.11E+06
SPO3602	SMc04008-like domain-containing protein	915436	874483	935682
SPO3603	Medium/long-chain acyl-CoA thioesterase YigI (EC 3.1.2.20)	883900	895634	929021
SPO3604	Probable branched-chain-amino-acid aminotransferase	2.77E+07	2.87E+07	2.86E+07
SPO3605	Uncharacterized protein	1.70E+06	1.62E+06	1.63E+06
SPO3606	Dipeptide epimerase (EC 5.1.1.-)	7.07E+06	7.43E+06	7.34E+06
SPO3607	EBNA-1 nuclear protein	1.66E+07	1.64E+07	1.63E+07
SPO3608	Malyl-CoA lyase (EC 4.1.3.24)	1.32E+07	1.32E+07	1.34E+07
SPO3609	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase (EC 1.1.1.-)"	800445	771315	764898
SPO3610	Arylsulfatase	1.52E+06	1.55E+06	1.47E+06
SPO3611	PA14 domain-containing protein	8.36E+06	8.01E+06	8.20E+06
SPO3612	"Transcriptional regulator, AsnC family"	952574	918177	878134
SPO3615	"Transcriptional regulator, AraC family"	2.57E+06	2.47E+06	2.53E+06
SPO3616	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	1.51E+07	1.57E+07	1.58E+07
SPO3617	"Peptidoglycan-binding protein, putative"	4.31E+07	4.26E+07	4.44E+07
SPO3618	"Sulfonate ABC transporter, permease protein, putative"	390558	397355	435412
SPO3619	"Sulfonate ABC transporter, ATP-binding protein"	907550	1.01E+06	944860
SPO3620	"Sulfonate ABC transporter, periplasmic sulfonate-binding protein"	8.41E+06	8.37E+06	8.62E+06
SPO3621	"Transcriptional regulator, GntR family"	1.63E+06	1.66E+06	1.65E+06
SPO3622	YgjP-like metallopeptidase domain-containing protein	505343	511863	510716
SPO3623	TIGR02300 family protein	2.02E+07	2.10E+07	2.05E+07
SPO3625	Cold shock protein CspA	1.77E+07	1.71E+07	1.21E+07
SPO3626	Glutamate--cysteine ligase (EC 6.3.2.2)	7.89E+06	7.78E+06	7.82E+06
SPO3627	Uncharacterized protein	2.14E+06	2.14E+06	2.17E+06
SPO3628	"Acetyltransferase, GNAT family"	2.28E+06	2.09E+06	2.27E+06
SPO3629	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	4.19E+06	4.46E+06	4.36E+06
SPO3630	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase)	872517	875921	964390
SPO3631	OmpA domain protein	5.36E+06	5.22E+06	5.03E+06
SPO3632	Uncharacterized protein	879283	889213	819799
SPO3633	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	3.81E+06	3.67E+06	3.60E+06
SPO3634	"Molybdopterin converting factor, subunit 1"	1.10E+06	1.13E+06	1.18E+06
SPO3635	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	719157	758727	778086
SPO3636	"Beta-lactamase, putative"	864399	834778	835504
SPO3637	UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)	1.09E+06	1.08E+06	1.09E+06
SPO3638	"Oxidoreductase, short chain dehydrogenase/reductase family"	1.56E+06	1.70E+06	1.63E+06
SPO3639	K+-dependent Na+/Ca+ exchanger related-protein	675264	641642	669960
SPO3640	"Peptidase, family S49"	3.83E+06	3.70E+06	3.65E+06
SPO3642	"ABC transporter, ATP-binding protein"	2.25E+06	2.26E+06	2.32E+06
SPO3644	Serine aminopeptidase S33 domain-containing protein	1.20E+06	1.16E+06	1.21E+06
SPO3645	"Transcriptional regulator, putative"	1.67E+06	1.61E+06	1.52E+06
SPO3646	Enoyl-CoA hydratase/isomerase family protein	283221	265763	254555
SPO3647	CAIB/BAIF family protein	1.99E+06	2.09E+06	1.98E+06
SPO3648	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	5.99E+06	5.97E+06	5.94E+06
SPO3649	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	3.88E+06	3.78E+06	3.78E+06
SPO3650	Adenylate/guanylate cyclase	979183	993822	954539
SPO3651	Fatty acid desaturase family protein	643383	610803	611262
SPO3652	DUF2846 domain-containing protein	4.68E+06	4.65E+06	4.59E+06
SPO3653	coproporphyrinogen oxidase (EC 1.3.3.3)	9.40E+06	9.76E+06	9.39E+06
SPO3654	"7-alpha-hydroxysteroid dehydrogenase, putative"	5.87E+06	5.41E+06	5.69E+06
SPO3655	"Methyltransferase, putative"	1.96E+06	1.89E+06	1.91E+06
SPO3656	ATP-dependent Clp protease adapter protein ClpS	1.61E+06	1.56E+06	1.50E+06
SPO3657	"Hydrolase, haloacid delahogenase-like family"	889936	847084	908654
SPO3658	D-alanyl-D-alanine carboxypeptidase family protein	1.96E+06	2.01E+06	2.00E+06
SPO3659	5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	2.63E+06	2.49E+06	2.53E+06
SPO3660	Urea amidolyase-like protein	565440	586896	552209
SPO3661	Allophanate hydrolase family protein	548701	575263	620031
SPO3662	"Membrane protein, putative"	48213.5	49869.7	37516.3
SPO3663	TRAP transporter large permease protein	417308	458053	506602
SPO3664	TRAP transporter small permease protein	419958	442020	470036
SPO3665	"Bacterial extracellular solute-binding protein, family 7"	6.34E+06	5.74E+06	6.05E+06
SPO3666	"Oxidoreductase, FAD-binding protein"	342028	420493	386911
SPO3667	Muconate cycloisomerase I (EC 5.5.1.1)	105749	103207	120923
SPO3668	"Transcriptional regulator, LysR family"	151329	195653	171827
SPO3671	Muticopper oxidase domain protein	4.43E+06	4.33E+06	4.47E+06
SPO3672	Uncharacterized protein	1.11E+06	1.07E+06	966798
SPO3673	Type I secretion target repeat protein	6.71E+06	7.71E+06	7.55E+06
SPO3673a	Unknown	1.38E+06	1.39E+06	1.11E+06
SPO3675	Peptidase M15A C-terminal domain-containing protein	668074	652379	667048
SPO3676	succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	401163	384841	376866
SPO3677	"Transcriptional regulator, LysR family"	272402	268422	280488
SPO3678	Rieske 2Fe-2S domain protein	680689	664793	742144
SPO3679	Major pilin protein fimA	2.47E+06	2.42E+06	2.63E+06
SPO3680	Endoribonuclease L-PSP family protein	1.87E+06	1.77E+06	1.91E+06
SPO3681	Rieske 2Fe-2S domain protein	2.06E+06	1.88E+06	2.01E+06
SPO3682	Monooxygenase	2.72E+06	2.54E+06	2.99E+06
SPO3684	"Transcriptional regulator, LacI family"	9.41E+06	9.51E+06	9.47E+06
SPO3685	Winged helix-turn-helix domain-containing protein	2.04E+06	2.00E+06	2.00E+06
SPO3686	HpcH/HpaI aldolase family protein	4.65E+06	4.72E+06	4.59E+06
SPO3687	"Decarboxylase, pyridoxal-dependent"	813758	799123	822236
SPO3688	Extradiol ring-cleavage dioxygenase family protein	927385	950014	979027
SPO3689	"Transcriptional regulator, MarR family"	4.50E+06	4.06E+06	3.62E+06
SPO3690	"Gentisate 1,2-dioxygenase (EC 1.13.11.4)"	894278	858873	917344
SPO3691	Fumarylacetoacetate hydrolase family protein	9.40E+06	9.11E+06	8.69E+06
SPO3692	"Monooxygenase, putative"	1.87E+06	1.89E+06	1.89E+06
SPO3693	"TRAP dicarboxylate transporter, DctP subunit"	2.51E+06	2.50E+06	2.40E+06
SPO3694	TRAP transporter small permease protein	131994	156313	171152
SPO3695	"TRAP dicarboxylate transporter, DctM subunit, putative"	459907	517687	543567
SPO3696	Feruloyl-CoA synthetase	360555	389890	371461
SPO3697	Benzoate-coenzyme A ligase (EC 6.2.1.25)	344445	381424	360672
SPO3698	"Hydrolase, putative"	494440	499244	489696
SPO3699	DUF309 domain-containing protein	8298.01
SPO3700	Enoyl-CoA hydratase/isomerase family protein	1.78E+06	1.84E+06	1.84E+06
SPO3701	"Benzoyl-CoA oxygenase, B subunit"	1.92E+06	1.85E+06	1.88E+06
SPO3703	"Benzoyl-CoA oxygenase, A subunit"	966183	989087	983003
SPO3704	Shikimate kinase (SK) (EC 2.7.1.71)	999293	978556	1.00E+06
SPO3705	"Branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein"	776779	830538	781817
SPO3706	"Branched-chain amino acid ABC transporter, ATP-binding protein"	301902	336440	311576
SPO3707	"Branched-chain amino acid ABC transporter, ATP-binding protein"	269324	294176	281224
SPO3708	"Branched-chain amino acid ABC transporter, permease protein"	196135	258041	242068
SPO3709	"Branched-chain amino acid ABC transporter, permease protein"		46369.7	65437.2
SPO3710	Adenylate cyclase protein	690704	661091	680941
SPO3711	"Membrane protein, putative"	555308	623439	653147
SPO3712	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	3.07E+07	3.02E+07	3.11E+07
SPO3713	DUF4139 domain-containing protein	1.23E+07	1.29E+07	1.28E+07
SPO3714	Uncharacterized protein	103004	264938	80370.9
SPO3715	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	1.79E+07	1.65E+07	1.73E+07
SPO3716	HPt domain-containing protein
SPO3717	Cytosol aminopeptidase family protein	7.84E+06	7.91E+06	8.07E+06
SPO3718	NLP/P60 family protein	4.09E+06	4.30E+06	4.26E+06
SPO3719	"Thiosulfate sulfurtransferase, putative"	2.41E+07	2.33E+07	2.24E+07
SPO3720	Aromatic amino acid aminotransferase (EC 2.6.1.57)	4.70E+07	4.61E+07	4.43E+07
SPO3722	Rrf2 family protein	424227	409386	438155
SPO3723	Ammonium transporter	34897.2	33532.6	27494.1
SPO3724	Nitrogen regulatory protein P-II	117737	84724.7	102777
SPO3725	"Penicillin-binding protein, 1A family"	2.79E+06	2.68E+06	2.89E+06
SPO3726	Toluene tolerance family protein	3.27E+07	3.37E+07	3.25E+07
SPO3727	"VacJ lipoprotein, putative"	1.04E+07	1.00E+07	1.08E+07
SPO3728	Type I secretion system ATPase	8.88E+06	8.82E+06	9.22E+06
SPO3729	Membrane fusion protein (MFP) family protein	9.68E+06	9.79E+06	9.73E+06
SPO3730	Endoribonuclease L-PSP family protein	5.82E+06	5.44E+06	5.24E+06
SPO3731	"Glycerophosphoryl diester phosphodiesterase, putative"	2.25E+06	2.26E+06	2.21E+06
SPO3732	N-acetyltransferase domain-containing protein	1.03E+06	928506	1.03E+06
SPO3733	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	1.09E+06	1.14E+06	1.24E+06
SPO3734	"Transcriptional regulator, MerR family"	347326	438812	439649
SPO3735	Major facilitator family protein	838308	195257	142197
SPO3736	Glutathione-dependent peroxiredoxin (EC 1.11.1.27)	1.16E+07	1.10E+07	1.17E+07
SPO3737	Pyridine nucleotide-disulfide oxidoreductase family protein	8.46E+06	8.94E+06	8.54E+06
SPO3738	"Methyltransferase, putative"	999686	1.03E+06	1.00E+06
SPO3739	Hydantoinase/oxoprolinase family protein	1.11E+06	1.16E+06	1.15E+06
SPO3740	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	7.53E+06	7.46E+06	7.27E+06
SPO3741	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	4.56E+06	4.39E+06	4.60E+06
SPO3742	Glutathione peroxidase	224771	192352	165631
SPO3744	DNA-binding protein HU	1.09E+08	1.02E+08	1.00E+08
SPO3745	AMP nucleosidase (EC 3.2.2.4)	5.65E+06	5.60E+06	5.58E+06
SPO3746	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	8.93E+06	9.07E+06	8.85E+06
SPO3747	VOC domain-containing protein	1.04E+06	1.07E+06	1.11E+06
SPO3748	"Transcriptional regulator, LysR family"	511865	527735	525294
SPO3749	Class II aldolase/adducin N-terminal domain protein	989812	919346	1.03E+06
SPO3751	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	1.32E+06	1.35E+06	1.33E+06
SPO3752	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	485167	446272	474279
SPO3753	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	3.72E+06	3.44E+06	3.31E+06
SPO3754	Methyltransferase domain-containing protein	1.04E+06	1.02E+06	1.03E+06
SPO3755	NAD-dependent epimerase/dehydratase domain-containing protein	4.70E+06	4.63E+06	4.68E+06
SPO3756	OmpA domain protein	1.29E+06	1.43E+06	1.22E+06
SPO3757	Alkylhydroperoxidase AhpD family core domain protein	6.40E+06	6.32E+06	6.30E+06
SPO3758	"Acetyltransferase, GNAT family"	3.87E+06	3.70E+06	4.12E+06
SPO3759	Molybdenum cofactor biosynthesis domain protein	8.12E+06	8.95E+06	8.68E+06
SPO3760	Sugar fermentation stimulation protein homolog	2.27E+06	2.40E+06	2.42E+06
SPO3761	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	1.05E+07	9.00E+06	1.01E+07
SPO3762	"HAD-superfamily hydrolase, subfamily IA, variant 1"	8.36E+06	8.39E+06	7.65E+06
SPO3763	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	1.33E+06	1.32E+06	1.31E+06
SPO3764	Glutathione S-transferase family protein	7.54E+06	6.98E+06	7.36E+06
SPO3765	N-acetyltransferase domain-containing protein	175636	214246	150565
SPO3766	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	744638	763820	753761
SPO3768	"Glutamate synthase, large subunit (EC 1.4.1.13)"	1.16E+07	1.16E+07	1.19E+07
SPO3769	CENP-V/GFA domain-containing protein	1.80E+06	1.56E+06	1.60E+06
SPO3770	"Glutamate synthase, small subunit (EC 1.4.1.13)"	1.35E+07	1.33E+07	1.31E+07
SPO3771	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	933822	916777	777234
SPO3772	"NADH ubiquinone oxidoreductase, putative"	2.42E+07	2.50E+07	2.46E+07
SPO3774	"Oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein"	4.32E+07	4.37E+07	4.35E+07
