Accession Number	Annotation	1	2	3
SPO3825	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	9.25E+07	5.22E+07	5.27E+07
SPO3826	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	6.98E+07	5.68E+07	5.68E+07
SPO3827	UPF0178 protein SPO3827	3.40E+06	2.52E+06	2.57E+06
SPO3828	Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	6.17E+06	6.01E+06	5.90E+06
SPO3829	S-formylglutathione hydrolase (EC 3.1.2.12)	8.06E+06	7.37E+06	7.69E+06
SPO3830	peptidase T (EC 3.4.11.4)	8.39E+06	8.48E+06	8.74E+06
SPO3831	Maspardin	3.34E+06	3.16E+06	3.08E+06
SPO3832	Ornithine cyclodeaminase/mu-crystallin family protein	2.50E+06	2.66E+06	2.60E+06
SPO3833	"ATP-dependent RNA helicase, DEAD/DEAH box family"	4.76E+06	4.12E+06	4.08E+06
SPO3834	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	6.86E+06	6.12E+06	6.60E+06
SPO3835	Ribosome-binding factor A	8.42E+06	6.57E+06	6.24E+06
SPO3836	Phosphodiester glycosidase domain-containing protein	2.28E+06	2.36E+06	2.31E+06
SPO3837	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	4.10E+06	3.51E+06	3.79E+06
SPO3838	DUF1643 domain-containing protein	910824	844339	724249
SPO3839	Type I secretion target repeat protein	43624.3	124766	126850
SPO3840	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	9.95E+07	5.72E+07	5.04E+07
SPO3841	"Transcriptional regulator, TetR family"	496502	663543	625194
SPO3842	Rubrerythrin diiron-binding domain-containing protein	3.92E+06	3.48E+06	3.58E+06
SPO3843	"Malonate transporter, putative"
SPO3844	DNA polymerase I (EC 2.7.7.7)	4.22E+06	4.14E+06	4.13E+06
SPO3845	DUF2798 domain-containing protein	101982	171438	181977
SPO3846	Zinc finger CHCC-type domain-containing protein	8.31E+06	1.02E+07	9.56E+06
SPO3847	"ABC transporter, ATP-binding protein"	2.55E+06	2.36E+06	2.38E+06
SPO3849	DUF1203 domain-containing protein	234640	292558	245245
SPO3850	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	9.73E+06	1.21E+07	1.28E+07
SPO3851	HemY domain protein	1.30E+07	1.19E+07	1.15E+07
SPO3852	Mitochondrial inner membrane protein	4.28E+06	8.34E+06	6.51E+06
SPO3853	"Uroporphyrinogen-III synthase, putative"	1.09E+06	1.06E+06	1.03E+06
SPO3854	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	1.43E+06	1.10E+06	1.18E+06
SPO3855	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	1.87E+06	1.62E+06	1.81E+06
SPO3856	YCII-related domain protein	9.45E+06	8.17E+06	8.95E+06
SPO3857	EVE domain-containing protein	6.40E+06	6.37E+06	6.75E+06
SPO3859	DUF2853 family protein	8.14E+07	7.68E+07	7.90E+07
SPO3860	Lipoprotein	615691	505740	543610
SPO3861	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	3.47E+07	2.85E+07	2.95E+07
SPO3863	HD domain protein	871883	912169	918012
SPO3864	Glycosyltransferase 61 catalytic domain-containing protein	1.85E+06	1.74E+06	1.75E+06
SPO3865	Photosynthetic apparatus regulatory protein RegA	5.79E+06	6.53E+06	6.89E+06
SPO3866	Regulatory protein SenC	1.02E+07	1.11E+07	1.05E+07
SPO3867	histidine kinase (EC 2.7.13.3)	2.20E+06	2.03E+06	1.94E+06
SPO3868	PAS domain-containing protein	3.30E+06	4.17E+06	4.25E+06
SPO3869	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	544968	758739	757169
SPO3870	Aminoglycoside phosphotransferase domain-containing protein	2.44E+06	3.00E+06	2.89E+06
SPO3871	Nucleotidyltransferase family protein	1.39E+06	1.53E+06	1.51E+06
SPO3872	PD-(D/E)XK endonuclease-like domain-containing protein	1.97E+06	1.90E+06	1.89E+06
SPO3873	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase II)	1.75E+06	1.91E+06	1.93E+06
SPO3874	Thioredoxin	3.72E+07	2.89E+07	2.58E+07
SPO3875	Uncharacterized protein	764831	1.11E+06	988744
SPO3876	Uncharacterized protein	383880	401408	413288
SPO3877	Transcriptional regulator/arsenate reductase	436684	352174	331914
SPO3878	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	544372	603897	610411
SPO3879	"Membrane protein, putative"
SPO3880	ATP-dependent protease subunit HslV (EC 3.4.25.2)	1.06E+07	1.07E+07	1.04E+07
SPO3881	"Twin-arginine translocation pathway signal sequence domain protein, putative"	665143	655118	787639
SPO3882	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	1.34E+07	1.24E+07	1.24E+07
SPO3883	"Lipoprotein, putative"	2.52E+06	2.68E+06	2.70E+06
SPO3884	Smr domain protein	935988	750344	774776
SPO3885	peptidoglycan lytic exotransglycosylase (EC 4.2.2.n1) (Murein hydrolase A)	1.25E+06	1.10E+06	1.16E+06
SPO3886	"Transporter, Tim44 family"	1.52E+07	1.65E+07	1.74E+07
SPO3887	FxsA	3.21E+06	2.63E+06	2.64E+06
SPO3888	Protein-export protein SecB	4.44E+07	5.04E+07	4.82E+07
SPO3889	DNA polymerase III subunit epsilon (EC 2.7.7.7)	2.17E+06	2.07E+06	2.37E+06
SPO3890	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	2.30E+06	2.24E+06	2.23E+06
SPO3891	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	9.98E+06	1.03E+07	1.04E+07
SPO3892	Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)	1.82E+06	2.43E+06	2.43E+06
SPO3893	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	1.13E+06	1.80E+06	1.79E+06
SPO3894	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	1.54E+07	1.35E+07	1.41E+07
SPO3895	tRNA modification GTPase MnmE (EC 3.6.-.-)	1.03E+06	1.33E+06	1.30E+06
SPO3896	"Transcriptional regulator, TetR family"	2.84E+06	2.65E+06	2.63E+06
SPO3898	"DNA-binding protein, putative"	72332.3	23322.8	38582.2
SPO3899	YgjP-like metallopeptidase domain-containing protein	855480	808281	856608
SPO3900	Thermonuclease family protein	502166	658695	650390
SPO3901	"Carbon monoxide dehydrogenase G protein, putative"	1.55E+06	1.32E+06	1.43E+06
SPO3902	Transglycosylase domain protein
SPO3903	"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.-.-.-)"	296184	534154	588144
SPO3904	Heat shock protein	1.32E+06	1.40E+06	1.54E+06
SPOA0001	Glycosyl transferase family 2	1.74E+06	1.52E+06	1.60E+06
SPOA0002	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	4.82E+06	5.14E+06	5.38E+06
SPOA0003	Uncharacterized protein	440807	343842	375080
SPOA0004	OmpA family protein	1.70E+07	1.03E+07	1.04E+07
SPOA0005	"Lipoprotein, putative"	4.57E+06	2.48E+06	2.49E+06
SPOA0006	PhoH-like protein	4.61E+06	5.61E+06	5.95E+06
SPOA0008	Endoribonuclease YbeY (EC 3.1.-.-)	403069	444276	500156
SPOA0009	"Hemolysin, putative"	2.21E+06	2.11E+06	2.32E+06
SPOA0010	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	1.06E+06	912567	969698
SPOA0011	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	5.49E+07	7.01E+07	7.07E+07
SPOA0012	"DNA topology modulation kinase FlaR, putative"	1.29E+06	1.44E+06	1.30E+06
SPOA0013	ATP-dependent Clp protease proteolytic subunit	1.43E+06	1.76E+06	1.61E+06
SPOA0014	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	3.22E+06	2.86E+06	2.88E+06
SPOA0015	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	8.13E+06	8.78E+06	8.92E+06
SPOA0017	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	5.31E+06	6.27E+06	6.22E+06
SPOA0018	YHS domain protein		50282.7	73037.4
SPOA0020	Alanine racemase domain protein	499124	478178	484698
SPOA0021	"Oxidoreductase, FAD-binding protein"	650305	707194	705180
SPOA0022	Cytochrome c5
SPOA0023	"Transcriptional regulator, TetR family"	271716	633716	607252
SPOA0024	"2-oxo-hepta-3-ene-1,7-dioic acid hydratase, putative"	1.52E+06	1.35E+06	1.44E+06
SPOA0025	Fumarylacetoacetate hydrolase family protein	3.18E+06	3.11E+06	3.14E+06
SPOA0026	"3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)"	302720	305971	313400
SPOA0027	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	2.13E+06	2.27E+06	2.31E+06
SPOA0028	Na(+)-translocating NADH-quinone reductase subunit A (Na(+)-NQR subunit A) (Na(+)-translocating NQR subunit A) (EC 7.2.1.1) (NQR complex subunit A) (NQR-1 subunit A)	2.68E+07	2.29E+07	2.34E+07
SPOA0029	Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 7.2.1.1) (NQR complex subunit B) (NQR-1 subunit B)	7.65E+06	9.55E+06	8.98E+06
SPOA0030	Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) (EC 7.2.1.1) (NQR complex subunit C) (NQR-1 subunit C)	2.00E+07	1.99E+07	2.01E+07
SPOA0031	Na(+)-translocating NADH-quinone reductase subunit D (Na(+)-NQR subunit D) (Na(+)-translocating NQR subunit D) (EC 7.2.1.1) (NQR complex subunit D) (NQR-1 subunit D)	4.95E+06	4.43E+06	4.18E+06
SPOA0032	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E)
SPOA0033	Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 7.2.1.1) (NQR complex subunit F) (NQR-1 subunit F)	2.36E+07	2.27E+07	2.21E+07
SPOA0034	CBS domain protein	5.23E+06	3.61E+06	3.86E+06
SPOA0036	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	4.58E+06	5.61E+06	5.73E+06
SPOA0037	(Na+)-NQR maturation NqrM	379047	478672	391345
SPOA0038	"Transcriptional regulator, LuxR family"	2.70E+06	2.28E+06	2.47E+06
SPOA0039	Cytochrome c domain-containing protein	3.55E+06	4.46E+06	4.40E+06
SPOA0042	3-keto-5-aminohexanoate cleavage protein	4.28E+06	4.71E+06	4.46E+06
SPOA0043	"Protocatechuate 3,4-dioxygenase alpha subunit (EC 1.13.11.3)"	1.44E+06	1.75E+06	1.76E+06
SPOA0044	"Protocatechuate 3,4-dioxygenase beta subunit (EC 1.13.11.3)"	3.33E+06	2.32E+06	2.34E+06
SPOA0045	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	1.16E+06	974185	950961
SPOA0046	4-hydroxybenzoate hydroxylase (EC 1.14.13.2)	1.49E+06	1.52E+06	1.58E+06
SPOA0047	Pca operon transcriptional activator PcaQ	1.02E+06	859401	806927
SPOA0050	Nitrous-oxide reductase (EC 1.7.2.4) (N(2)OR) (N2O reductase)	108153	155486	152134
SPOA0052	"ABC transporter, ATP-binding protein NosF"	58650.7	44819.4	35686
SPOA0055	Cytochrome c family protein	96723.6	165731	172881
SPOA0056	"DNA-binding protein, putative"	863937	897107	907491
SPOA0057	aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	9.98E+06	9.82E+06	9.98E+06
SPOA0058	Glycine cleavage system H protein	739577	1.49E+06	1.70E+06
SPOA0059	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	1.28E+07	1.27E+07	1.31E+07
SPOA0060	"Transcriptional regulator, AraC family"	105041	96383.6	90384.3
SPOA0061	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	4.52E+07	3.90E+07	4.02E+07
SPOA0062	Aspartate racemase (EC 5.1.1.13)	4.21E+06	3.14E+06	2.89E+06
SPOA0063	FAD dependent oxidoreductase/aminomethyl transferase	454312	480476	481870
SPOA0064	"NG,NG-dimethylarginine dimethylaminohydrolase, putative"	1.38E+06	1.70E+06	1.85E+06
SPOA0065	Thiamine pyrophosphate-dependent enzyme	504317	396973	389362
SPOA0066	aspartate transaminase (EC 2.6.1.1)	616619	641009	647794
SPOA0067	"Transcriptional regulator, TetR family"	122945	128467	179128
SPOA0068	"Polar amino acid uptake family ABC transporter, ATP-binding protein"		287856	230154
SPOA0069	"Polar amino acid uptake family ABC transporter, periplasmic substrate-binding protein"	521016	832438	916248
SPOA0070	"Polar amino acid uptake family ABC transporter, permease protein"
SPOA0071	"Polar amino acid uptake family ABC transporter, permease protein"
SPOA0072	UPF0262 protein SPOA0072	3.48E+06	4.93E+06	5.11E+06
SPOA0073	Arsenate reductase (EC 1.20.4.1)	1.52E+06	1.14E+06	1.11E+06
SPOA0074	SnoaL-like domain-containing protein	3.59E+06	4.83E+06	5.03E+06
SPOA0075	N-acetyltransferase domain-containing protein	746062	1.11E+06	1.22E+06
SPOA0076	"Hydrolase, carbon-nitrogen family"	2.09E+06	2.87E+06	3.15E+06
SPOA0077	Translation initiation factor IF-1	7.87E+06	9.87E+06	1.05E+07
SPOA0078	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	1.93E+06	2.03E+06	1.81E+06
SPOA0079	"Ribonuclease, Rne/Rng family"	4.48E+06	3.35E+06	3.39E+06
SPOA0081	DNA 3'-5' helicase II	340443	329859	355621
SPOA0082	AAA domain-containing protein	433176	540361	516420
SPOA0083	DUF4365 domain-containing protein	862332	1.07E+06	1.09E+06
SPOA0085	"DNA-binding protein, putative"	378416	393796	420397
SPOA0086	DNA primase/polymerase bifunctional N-terminal domain-containing protein	227738	259260	249885
SPOA0087a	Unknown	1.77E+06	1.41E+06	1.41E+06
SPOA0088	Uncharacterized protein	639867	554319	550915
SPOA0093	FAD binding domain protein	3.43E+06	3.51E+06	3.60E+06
SPOA0094	DUF4383 domain-containing protein	176005	66871.3	82561.4
SPOA0095	Lipoprotein	861641	970873	968723
SPOA0096	Histone deacetylase/AcuC/AphA family protein	239871	247061	295925
SPOA0097	"Branched-chain amino acid ABC transporter, permease protein"
SPOA0098	"Branched-chain amino acid ABC transporter, permease protein"
SPOA0099	"Branched-chain amino acid ABC transporter, ATP-binding protein"	226814	475429	6.50E+06
SPOA0100	"Branched-chain amino acid ABC transporter, ATP-binding protein"
SPOA0101	"Branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein, putative"	85318.8	80702.5	76631
SPOA0102	"Transcriptional regulator, LuxR family"	1.10E+06	1.08E+06	1.05E+06
SPOA0103	DUF4440 domain-containing protein		14413.7
SPOA0104	Aldehyde dehydrogenase family protein	100885	99975.6	105026
SPOA0105	"Transcriptional regulator, putative"	932449	669330	674139
SPOA0106	SnoaL-like domain-containing protein	184075	429257	475504
SPOA0107	"Transcriptional regulator, LysR family"	452887	631501	670907
SPOA0108	"Membrane protein, putative"			3965.1
SPOA0109	Uncharacterized protein	5380.94	26049.8	18673.8
SPOA0112	Phenylacetaldehyde dehydrogenase (EC 1.2.1.39)	141037	138310	116583
SPOA0113	"Aminotransferase, class III"	48350.5	65842.5	75083.4
SPOA0115	"Gentisate 1,2-dioxygenase (EC 1.13.11.4)"	437066	440346	375416
SPOA0116	Fumarylacetoacetate hydrolase family protein	1.19E+06	969770	1.07E+06
SPOA0117	Maleate isomerase (EC 5.2.1.1) (Maleate cis-trans isomerase)	887564	654189	680489
SPOA0120	Transporter	769766	1.32E+06	1.20E+06
SPOA0121	Sulfatase family protein	584853	766725	768946
SPOA0123	CHAT domain-containing protein	2.29E+06	2.33E+06	2.19E+06
SPOA0124	AAA+ ATPase domain-containing protein	1.89E+06	2.47E+06	2.56E+06
SPOA0125	HNH domain-containing protein	923632	1.08E+06	1.06E+06
SPOA0126	"Oxidoreductase, short chain dehydrogenase/reductase family"	112123	77580.3	78513.2
SPOA0127	Cyclase family protein	199896	237191	222616
SPOA0128	"Oxidoreductase, short chain dehydrogenase/reductase family"	785037	433283	476608
SPOA0129	Thiolase family protein
SPOA0130	AMP-binding enzyme family protein	147714	145355	135696
SPOA0131	"Aromatic 1,2-dioxygenase, beta subunit"
SPOA0132	"Aromatic 1,2-dioxygenase, alpha subunit"		11825.1	12301.8
SPOA0133	Oxidoreductase FAD-binding domain/oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein	136481	161025	190053
SPOA0137	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	7.32E+06	8.00E+06	7.91E+06
SPOA0138	DUF2948 domain-containing protein	4.17E+06	7.25E+06	6.98E+06
SPOA0139	"Acetyltransferase, GNAT family"	672461	681029	708826
SPOA0140	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	1.63E+06	2.13E+06	2.28E+06
SPOA0141	Antitoxin Xre/MbcA/ParS-like toxin-binding domain-containing protein	891186	950419	934492
SPOA0142	RES domain-containing protein	802100	742613	789759
SPOA0143	"Transcriptional regulator, IclR family"	1.27E+06	1.47E+06	1.38E+06
SPOA0144	"Serine--glyoxylate transaminase, putative"	260687	280076	277700
SPOA0145	Pyridoxal-phosphate dependent enzyme	574302	514530	505595
SPOA0146	"Threonine aldolase, low-specificity (EC 4.1.2.5)"	3.00E+06	3.44E+06	3.56E+06
SPOA0147	Ornithine cyclodeaminase/mu-crystallin family protein	590677	786621	755945
SPOA0149	"Transcriptional regulator, GntR family"	315801	331032	290523
SPOA0150	"Transcriptional regulator, AraC family"	199688	206529	189586
SPOA0153	Uncharacterized protein	106786	135043	149836
SPOA0154	Cytochrome c domain-containing protein	133575	157420	167812
SPOA0155	Type I secretion target repeat protein	501907	111109	200059
SPOA0156	Lipoprotein	3.55E+06	4.26E+06	3.74E+06
SPOA0157	"Presumed sulfite exporter, CuyZ"		27086	22864.9
SPOA0158	L-cysteate sulfo-lyase (EC 4.4.1.25)	3.58E+06	3.34E+06	3.60E+06
SPOA0159	CuyR	225381	266500	258812
SPOA0160	TRAP transporter large permease protein
SPOA0162	"TRAP dicarboxylate family transporter, DctP subunit"	202256	148176	140528
SPOA0163	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.88)	115397		51004.8
SPOA0164	"Transcriptional regulator, GntR family"	208765	386141	293906
SPOA0165	"Transcriptional regulator, LysR family"	408384	406458	399239
SPOA0166	"TRAP transporter solute receptor, TAXI family"	258322	288318	277667
SPOA0168	"Oxidoreductase, FAD-binding protein"	213755	146270	157765
SPOA0169	MOSC domain protein	1.27E+06	1.45E+06	1.39E+06
SPOA0170	"Transcriptional regulator, MarR family"	1.19E+06	1.05E+06	1.07E+06
SPOA0171	Lipoprotein		26231.5
SPOA0172	Peroxidase	254181		147548
SPOA0173	Thioredoxin domain-containing protein	436116	549021	501217
SPOA0174	MOSC domain protein	1.11E+06	1.08E+06	1.11E+06
SPOA0175	Oxidoreductase FAD-binding domain/oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein	157457	160319	148334
SPOA0176	DUF3088 domain-containing protein	191567	217868	165016
SPOA0180	Cytochrome c family protein	309159	635577	719887
SPOA0184	Heme-copper respiratory oxidase family
SPOA0185	"Cytochrome c oxidase,ba3-type, subunit I, putative"
SPOA0186	Rrf2 family protein	825915	621751	656868
SPOA0187	Cbb3-type cytochrome c oxidase subunit	90446.6	137095	113925
SPOA0189	"Cytochrome c oxidase, cbb3-type, subunit II (EC 1.9.3.1)"		105210	93096.1
SPOA0191	"Membrane protein, putative"	108727	126735	133404
SPOA0192	Protozoan/cyanobacterial globin family protein		38554.5	33386.5
SPOA0194	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	30006.3	12146.8	16843
SPOA0199	"Transcriptional regulator, GntR family"
SPOA0202	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	1.33E+07	1.53E+07	1.57E+07
SPOA0203	Orc1-like AAA ATPase domain-containing protein	1.24E+06	1.21E+06	1.21E+06
SPOA0204	Uncharacterized protein	1.04E+06	1.06E+06	868360
SPOA0205	"Serine protease, subtilase family"	2.23E+06	2.59E+06	2.50E+06
SPOA0206	"Transcriptional regulator, Crp/Fnr family"	3.69E+06	3.74E+06	3.71E+06
SPOA0207	Adenylate/guanylate cyclase	2.57E+06	2.74E+06	2.77E+06
SPOA0208	"Oxidoreductase, FAD-binding protein"	7.98E+06	9.57E+06	9.55E+06
SPOA0209	"Oxidoreductase, FAD-binding protein"	1.18E+06	1.35E+06	1.30E+06
SPOA0210	Integral membrane protein	41896	66477	61455.2
SPOA0211	Na/Pi-cotransporter family protein	2.30E+06	2.62E+06	2.45E+06
SPOA0215	Nitric oxide reductase Q protein	10108.4		10138.4
SPOA0218	"Magnesium transporter, CorA family"	353004	489932	505786
SPOA0220	Cytochrome cd1 nitrite reductase (EC 1.7.2.1)	155709	227166	192173
SPOA0221	uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)
SPOA0228	Nitrite reductase protein N (EC 1.7.2.1)	185497	127622	148294
SPOA0230	"Transcriptional regulator, LysR family"	375419	456003	409349
SPOA0231	"Glycine betaine/proline ABC transporter, periplasmic substrate-binding protein"		104091
SPOA0235	Agmatinase (EC 3.5.3.11)	1.24E+06	1.10E+06	1.06E+06
SPOA0236	histidine kinase (EC 2.7.13.3)	815126	784417	772346
SPOA0237	C4-dicarboxylate transport transcriptional regulatory protein DctD	518471	629162	599209
SPOA0241	"Gluconolactonase, putative"	289671	324713	362642
SPOA0242	"Transcriptional regulator, LacI family"	2.23E+06	2.19E+06	2.25E+06
SPOA0243	Aldehyde dehydrogenase family protein	617925	628925	666704
SPOA0244	Dihydrodipicolinate synthase family protein	496695	620812	673627
