Accession Number	Annotation	1	2	3
SPO0310	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	1.57E+06	1.59E+06	1.57E+06
SPO0311	Uncharacterized protein	5.99E+06	6.37E+06	6.36E+06
SPO0312	Transcription elongation factor GreA (Transcript cleavage factor GreA)	5.92E+06	5.47E+06	6.19E+06
SPO0313	Glyoxalase family protein	1.21E+06	1.12E+06	1.09E+06
SPO0314	Redox-sensitive transcriptional activator SoxR	472604	503695	533181
SPO0315	EthD domain-containing protein	2.40E+06	2.14E+06	2.07E+06
SPO0316	Electron transfer flavoprotein-ubiquinone oxidoreductase (ETF-QO) (EC 1.5.5.1)	1.24E+07	1.27E+07	1.23E+07
SPO0317	TPR domain protein	7.23E+06	6.79E+06	7.43E+06
SPO0318	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	1.24E+06	1.30E+06	1.34E+06
SPO0319	Decaprenyl diphosphate synthase (EC 2.5.1.31)	6.46E+06	6.07E+06	6.68E+06
SPO0320	DUF2007 domain-containing protein	1.53E+06	1.64E+06	1.57E+06
SPO0321	Methyltransferase domain-containing protein	1.35E+06	1.27E+06	1.25E+06
SPO0322	DUF465 domain-containing protein	2.62E+07	2.07E+07	2.44E+07
SPO0324	"Transcriptional regulator, LysR family"	505815	438434	422047
SPO0325	Acetoacetyl-CoA reductase (EC 1.1.1.36)	8.91E+07	9.00E+07	8.63E+07
SPO0326	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	1.02E+08	1.06E+08	1.04E+08
SPO0327	EAL domain protein		425131
SPO0328	Fatty acid hydroxylase domain-containing protein	128803	85465.7	95736.3
SPO0329	Uncharacterized protein	637652	700106	727022
SPO0330	Cytochrome c peroxidase (EC 1.11.1.5)	195327	161415	233017
SPO0331	"Thiol:disulfide interchange protein, putative"	3.93E+06	3.93E+06	4.18E+06
SPO0332	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	1.36E+07	1.26E+07	1.35E+07
SPO0334	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	4.28E+06	4.13E+06	4.30E+06
SPO0335	TIGR02302 family protein	1.44E+06	1.44E+06	1.52E+06
SPO0336	MJ0042 family finger-like domain protein	6.25E+06	6.64E+06	6.96E+06
SPO0337	Cell division ATP-binding protein FtsE	1.93E+06	1.87E+06	1.98E+06
SPO0338	"Cell division permease protein FtsX, putative"	2.40E+06	2.43E+06	2.29E+06
SPO0339	Acyltransferase family protein	2.45E+06	2.16E+06	2.26E+06
SPO0340	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	1.74E+07	1.74E+07	1.72E+07
SPO0342	ABM domain-containing protein	1.01E+06	934842	948201
SPO0343	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	2.38E+07	2.37E+07	2.50E+07
SPO0344	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	9.52E+06	9.33E+06	9.66E+06
SPO0344a	Unknown	1.60E+06	1.54E+06	1.41E+06
SPO0345	DUF805 domain-containing protein	1.24E+06	1.03E+06	1.07E+06
SPO0346	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	4.27E+07	4.34E+07	4.19E+07
SPO0346a	Unknown	3.30E+06	3.23E+06	3.45E+06
SPO0347	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	4.51E+07	4.34E+07	4.53E+07
SPO0348	"Glycosyl transferase, group 2 family protein"	2.09E+06	1.92E+06	1.81E+06
SPO0349	Malate dehydrogenase (EC 1.1.1.37)	8.04E+07	8.05E+07	8.05E+07
SPO0352	"Citrate lyase, beta subunit (EC 4.1.3.34, EC 4.1.3.6)"	4.79E+06	4.64E+06	4.80E+06
SPO0353	NnrU family protein	652059	512949	658285
SPO0354	DUF1737 domain-containing protein	631706	665861	680134
SPO0355	Uncharacterized protein	1.27E+07	1.25E+07	1.25E+07
SPO0356	Lipoprotein	338719	288384	307383
SPO0357	von Willebrand factor type A domain protein	115084	100555	121406
SPO0358	Succinate dehydrogenase cytochrome b556 subunit	1.07E+06	1.06E+06	915953
SPO0359	Succinate dehydrogenase hydrophobic membrane anchor subunit	1.16E+06	1.10E+06	940683
SPO0360	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	2.73E+07	2.87E+07	2.79E+07
SPO0360a	Unknown	3.01E+07	3.68E+07	3.13E+07
SPO0361	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	1.02E+07	9.63E+06	1.01E+07
SPO0362	Type I secretion target repeat protein	1.37E+06	1.17E+06	1.13E+06
SPO0365	DUF1989 domain-containing protein	1.77E+06	1.73E+06	1.69E+06
SPO0366	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	2.79E+06	2.82E+06	2.59E+06
SPO0367	"DNA-binding protein, H-NS family"	2.59E+07	2.70E+07	2.69E+07
SPO0368	Methylmalonyl-CoA mutase (EC 5.4.99.2)	3.53E+06	3.57E+06	3.60E+06
SPO0369	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	1.07E+06	855528	1.06E+06
SPO0370	Crotonyl-CoA reductase	1.24E+07	1.25E+07	1.13E+07
SPO0371	Autoinducer-binding transcriptional regulator LuxR	1.44E+06	1.19E+06	1.22E+06
SPO0372	Acyl-homoserine-lactone synthase (EC 2.3.1.184) (Autoinducer synthesis protein)	161312	128855	141448
SPO0373	"Helicase, ATP-dependent, putative"	2.17E+06	2.14E+06	2.17E+06
SPO0374	Transmembrane protein	1.64E+06	1.61E+06	1.68E+06
SPO0375	Probable membrane transporter protein	279187	172495	210192
SPO0376	"Sugar ABC transporter, permease protein"	3.19E+06	2.94E+06	3.17E+06
SPO0377	"Sugar ABC transporter, permease protein"	196699	221397	200499
SPO0378	"Sugar ABC transporter, ATP-binding protein"	2.78E+06	2.76E+06	2.85E+06
SPO0379	"Sugar ABC transporter, periplasmic sugar-binding protein"	1.68E+07	1.72E+07	1.85E+07
SPO0380	"Ribosomal-protein-alanine acetyltransferase, putative"	16536.1	15184.1	37360.5
SPO0381	"Protease, putative"	625202	735521	837558
SPO0382	NifU domain protein	9.77E+06	9.93E+06	1.07E+07
SPO0383	FMN-dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)	82381.6	85141.4	92646.9
SPO0384	Zinc finger CGNR domain-containing protein	443847	417423	455148
SPO0385	2-hydroxychromene-2-carboxylate isomerase (EC 5.99.1.4)	1.85E+06	1.75E+06	1.65E+06
SPO0386	Universal stress family protein	4.42E+06	4.19E+06	4.30E+06
SPO0387	"Membrane protein, putative"	119143	90287	95261.4
SPO0388	Probable branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	4.91E+06	5.14E+06	5.26E+06
SPO0389	"Transcriptional regulator, AsnC family"	845622	860064	944423
SPO0390	Glutamate/leucine/phenylalanine/valine dehydrogenase family protein	288616	246498	257312
SPO0391	"Biphenyl-2,3-diol 1,2-dioxygenase III (EC 1.13.11.39)"	1.34E+06	1.44E+06	1.28E+06
SPO0392	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	2.23E+07	2.42E+07	2.46E+07
SPO0393	Rhomboid family protein	1.21E+06	1.20E+06	1.19E+06
SPO0395	Cyclic nucleotide-binding protein	1.05E+06	1.12E+06	1.16E+06
SPO0396	Probable lipid II flippase MurJ	150481	127936	104492
SPO0397	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	2.13E+06	1.98E+06	1.98E+06
SPO0398	Leucine-binding protein domain-containing protein	3.72E+07	3.81E+07	3.97E+07
SPO0399	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	1.31E+06	1.29E+06	1.26E+06
SPO0400	UPF0102 protein SPO0400	97370.1	89848.8	88865.7
SPO0401	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	9.62E+06	9.57E+06	9.68E+06
SPO0402	Competence protein ComM	447199	450620	442174
SPO0403	GST N-terminal domain-containing protein	2.99E+06	3.08E+06	3.35E+06
SPO0404	Phosphoglycerate mutase family protein	1.09E+06	991589	956179
SPO0405	Bifunctional adenosylcobalamin biosynthesis protein (EC 2.7.1.156) (EC 2.7.7.62)	885434	982097	949720
SPO0406	RNA polymerase sigma-32 factor	154931	148958	146655
SPO0407	Haem-binding uptake Tiki superfamily ChaN domain-containing protein	841256	858746	796689
SPO0408	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	5.47E+06	5.60E+06	5.42E+06
SPO0409	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	5.05E+06	5.24E+06	5.22E+06
SPO0410	"Molybdopterin biosynthesis protein MoeB, putative"	1.13E+06	1.12E+06	1.17E+06
SPO0411	Hedgehog/Intein (Hint) domain-containing protein	134343	166043	175809
SPO0412	Phasin domain-containing protein	1.33E+07	1.42E+07	1.29E+07
SPO0413	Cys/Met metabolism PLP-dependent enzyme family protein	805400	747113	735622
SPO0414	"Peptidyl-dipeptidase, putative"	7.74E+06	7.67E+06	7.73E+06
SPO0415	D-isomer specific 2-hydroxyacid dehydrogenase family protein	5.44E+06	5.02E+06	4.73E+06
SPO0416	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	494917	417388	422821
SPO0417	Penicillin-binding protein 2	1.53E+06	1.58E+06	1.63E+06
SPO0418	"Membrane protein, putative"	592198	503807	563043
SPO0419	Cell shape-determining protein MreC (Cell shape protein MreC)	2.16E+06	2.43E+06	2.59E+06
SPO0420	Cell shape-determining protein MreB	1.49E+07	1.53E+07	1.49E+07
SPO0421	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	1.04E+06	1.01E+06	978772
SPO0422	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	1.11E+07	1.08E+07	1.11E+07
SPO0423	"DNA-binding protein, putative"	242315	307403	306711
SPO0424	Membrane protein	112076	96435.9	128152
SPO0425	MORN repeat protein	2.14E+06	2.03E+06	2.29E+06
SPO0426	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	4.18E+06	4.03E+06	4.06E+06
SPO0428	"Amino acid deaminase, putative"	1.84E+06	1.94E+06	1.85E+06
SPO0429	Metallo-beta-lactamase family protein	1.17E+06	1.17E+06	1.15E+06
SPO0430	Glutamate--tRNA ligase 1 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 1) (GluRS 1)	5.84E+06	5.69E+06	5.74E+06
SPO0431	Gamma-glutamylcyclotransferase AIG2-like domain-containing protein	597298	540599	548528
SPO0432	Rrf2 family protein	955985	1.01E+06	703634
SPO0433	"ABC transporter, permease protein"	817186	772906	784395
SPO0434	"ABC transporter, ATP-binding protein"	2.06E+06	2.07E+06	2.10E+06
SPO0435	"Acyl-CoA thioesterase, putative"	770966	711439	695837
SPO0436	Abasic site processing protein (EC 3.4.-.-)	783454	814214	797346
SPO0437	Cold shock family protein	3.63E+07	3.70E+07	3.58E+07
SPO0438	ErfK/YbiS/YcfS/YnhG family protein/Tat domain protein	4.75E+06	4.50E+06	4.50E+06
SPO0440	Thioesterase family protein	2.94E+06	2.66E+06	2.73E+06
SPO0442	Thioredoxin	728418	860896	744863
SPO0445	Transposase IS200-like domain-containing protein	35618.7	40130	38571.3
SPO0446	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	1.78E+07	1.81E+07	1.82E+07
SPO0447	Uncharacterized protein
SPO0448	MOSC domain protein	354148	415606	372638
SPO0449	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	992249	997177	966703
SPO0450	"Membrane protein, putative"
SPO0451	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase (EC 3.4.16.4)	2.04E+06	2.01E+06	2.01E+06
SPO0452	Co-chaperone DjlA N-terminal domain-containing protein	827695	788356	778772
SPO0454	"Transcriptional regulator, LysR family"	2.02E+06	2.10E+06	2.01E+06
SPO0455	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	8.21E+06	7.95E+06	8.18E+06
SPO0456	DUF4389 domain-containing protein	3.17E+06	2.70E+06	2.72E+06
SPO0457	DUF4864 domain-containing protein	212034	191778	200040
SPO0459	Pectate lyase superfamily protein domain-containing protein	113665	96934.2	141303
SPO0460	Lipoprotein	310078	254795	224626
SPO0461	ParA family protein	3.45E+06	3.15E+06	3.08E+06
SPO0462	Antibiotic biosynthesis monooxygenase domain protein	5.91E+06	5.70E+06	5.73E+06
SPO0463	Universal stress family protein	6.19E+06	5.67E+06	4.27E+06
SPO0464	RNase NYN domain-containing protein	769288	754033	731793
SPO0465	Pyridoxamine 5'-phosphate oxidase family protein	335343	333081	291439
SPO0466	"Transporter, formate/nitrate family"	763556	696234	606350
SPO0467	"Transcriptional regulator, GntR family"	488966	488726	479489
SPO0468	Alkylphosphonate utilization protein PhnG	558478	529924	495335
SPO0469	Alkylphosphonate utilization protein PhnH	173696	167994	188728
SPO0470	Alkylphosphonate utilization protein PhnI	236667	225022	255962
SPO0471	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1)	388888	472181	492217
SPO0472	Alkylphosphonate utilization protein PhnK	192056	185277	178694
SPO0473	Alkylphosphonate utilization protein PhnL	185104	192100	169591
SPO0474	"Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)"	634811	592552	601132
SPO0475	Phosphonate metabolism protein	1.31E+06	1.16E+06	1.10E+06
SPO0476	Alkylphosphonate utilization protein PhnM	1.81E+06	1.81E+06	1.83E+06
SPO0477	Excalibur calcium-binding domain-containing protein	339891	360270	374306
SPO0478	DUF1344 domain-containing protein		60611.3	46814.9
SPO0479	"ISSpo8, transposase"	266797	283894	251195
SPO0481	"Acetyltransferase, GNAT family"	2.43E+06	2.45E+06	2.51E+06
SPO0482	NADH-ubiquinone oxidoreductase family protein	1.16E+07	1.26E+07	1.20E+07
SPO0483	"Microcystin dependent protein, putative"	1.54E+06	1.53E+06	1.41E+06
SPO0484	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	8.10E+07	8.45E+07	8.49E+07
SPO0485	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	7.12E+07	8.18E+07	7.41E+07
SPO0486	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	5.38E+07	5.60E+07	5.45E+07
SPO0487	Small ribosomal subunit protein uS3 (30S ribosomal protein S3)	1.47E+08	1.46E+08	1.40E+08
SPO0488	Large ribosomal subunit protein uL16 (50S ribosomal protein L16)	6.46E+07	7.17E+07	7.28E+07
SPO0490	Calcium-binding domain protein	208903
SPO0491	Fe2OG dioxygenase domain-containing protein	4.44E+06	3.66E+06	3.92E+06
SPO0491a	Unknown	2.95E+06	2.87E+06	2.74E+06
SPO0492	Cyclic nucleotide-binding domain protein	190920	161970	158120
SPO0493	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	2.02E+07	1.69E+07	1.77E+07
SPO0494	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	2.56E+07	2.98E+07	2.76E+07
SPO0495	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	4.46E+07	5.60E+07	5.25E+07
SPO0496	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	8.72E+07	9.91E+07	9.83E+07
SPO0497	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	6.44E+07	6.67E+07	6.76E+07
SPO0498	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	1.10E+08	1.31E+08	1.25E+08
SPO0499	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	7.91E+07	9.27E+07	9.05E+07
SPO0500	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	4.37E+07	4.41E+07	4.91E+07
SPO0501	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	9.92E+07	1.10E+08	1.07E+08
SPO0502	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	8.59E+07	9.35E+07	8.78E+07
SPO0503	Large ribosomal subunit protein uL30 (50S ribosomal protein L30)	8.78E+07	8.13E+07	8.07E+07
SPO0504	Lipoprotein	3.17E+07	3.29E+07	3.39E+07
SPO0504a	Unknown	5.87E+06	6.04E+06	5.98E+06
SPO0505	Large ribosomal subunit protein uL15 (50S ribosomal protein L15)	7.19E+07	8.11E+07	7.78E+07
SPO0506	Protein translocase subunit SecY	7.04E+06	6.77E+06	7.55E+06
SPO0507	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	9.17E+06	9.19E+06	9.45E+06
SPO0508	PET hydrolase-like domain-containing protein	1.30E+06	1.18E+06	1.12E+06
SPO0509	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	1.09E+08	1.18E+08	1.21E+08
SPO0510	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	6.70E+07	7.32E+07	7.08E+07
SPO0511	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	4.19E+07	4.03E+07	4.53E+07
SPO0512	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	6.33E+07	6.68E+07	6.55E+07
SPO0513	DUF3052 domain-containing protein	887545	886026	820464
SPO0514	"Periplasmic serine protease, DO/DeqQ family"	3.79E+06	4.10E+06	4.17E+06
SPO0515	Replication-associated recombination protein A	849950	812956	809110
SPO0516	Pseudouridine synthase (EC 5.4.99.-)	5.02E+06	5.03E+06	4.95E+06
SPO0517	"HAD-superfamily hydrolase, subfamily IA, variant 1"	2.03E+06	1.99E+06	1.94E+06
SPO0518	ATPase	3.52E+06	3.47E+06	3.48E+06
SPO0519	"Glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein"	9.18E+07	1.06E+08	1.03E+08
SPO0520	"Glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein"	6.98E+06	7.13E+06	6.90E+06
SPO0521	"Glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein"	4.52E+06	4.34E+06	4.66E+06
SPO0522	"Glutamate/glutamine/aspartate/asparagine ABC transporter, ATP-binding protein"	2.04E+07	1.97E+07	2.02E+07
SPO0523	Phosphoglycerate mutase family protein	3.15E+06	3.46E+06	3.31E+06
SPO0524	4Fe-4S ferredoxin-type domain-containing protein	1.54E+06	1.63E+06	1.69E+06
SPO0525	Sterol desaturase-like protein	97956	85824.6	63882.4
SPO0526	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	7.73E+06	7.64E+06	8.13E+06
SPO0527	"Oxidoreductase, short chain dehydrogenase/reductase family"	4.75E+06	5.19E+06	5.02E+06
SPO0528	"Membrane protein, putative"	6.74E+07	6.77E+07	6.42E+07
SPO0530	Probable GTP-binding protein EngB	2.95E+06	3.03E+06	3.01E+06
SPO0531	MOSC domain protein	3.79E+06	3.67E+06	3.65E+06
SPO0532	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	1.08E+07	1.11E+07	1.17E+07
SPO0533	"Diguanylate cyclase, putative"	45309.4	26044.3	43191.6
SPO0534	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	1.10E+06	1.03E+06	1.07E+06
SPO0535	K+-dependent Na+/Ca+ exchanger related-protein	326258	303723	315288
SPO0536	Putative membrane protein insertion efficiency factor	1.06E+06	842894	910937
SPO0537	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	1.04E+06	1.04E+06	999627
SPO0538	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	5.24E+07	7.97E+07	8.41E+07
SPO0539	TVP38/TMEM64 family membrane protein	290569	263677	329769
SPO0540	"Mercuric reductase, putative"	1.13E+06	1.10E+06	1.09E+06
SPO0541	histidine kinase (EC 2.7.13.3)	2.09E+06	2.02E+06	2.08E+06
SPO0543	FAD dependent oxidoreductase domain-containing protein	579924	530023	559357
SPO0544	Aminomethyl transferase family protein	258007	255440	229125
SPO0545	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	2.36E+06	2.22E+06	2.36E+06
SPO0546	Uncharacterized protein	762999	752920	608794
SPO0547	Transposase IS200-like domain-containing protein			67418.4
SPO0549	S-adenosyl-L-methionine methyltransferase	1.15E+06	1.10E+06	1.20E+06
SPO0550	Polysaccharide deacetylase	1.29E+06	1.35E+06	1.30E+06
SPO0551	Glycosyl transferase family 28 C-terminal domain-containing protein	1.23E+06	1.23E+06	1.19E+06
SPO0552	Phosphoglycerate mutase family protein	1.34E+06	1.25E+06	1.29E+06
SPO0553	"Glycosyltransferase, group 1"	1.15E+06	1.10E+06	1.11E+06
SPO0554	"Glycosyl transferase, group 1 family protein"	2.23E+06	2.12E+06	2.03E+06
SPO0555	Glycosyl transferase family 28 C-terminal domain-containing protein	3.27E+06	3.21E+06	3.14E+06
SPO0556	UDP-glucose/GDP-mannose dehydrogenase family protein	1.88E+06	1.72E+06	1.82E+06
SPO0557	Mechanosensitive ion channel family protein	2.83E+06	2.80E+06	2.74E+06
SPO0558	"Oligopeptide ABC transporter, permease protein"	2.04E+06	1.84E+06	1.99E+06
SPO0559	"Oligopeptide ABC transporter, permease protein"	411608	560331	391566
SPO0560	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein"	5.31E+06	5.13E+06	5.30E+06
SPO0561	ABC transporter	2.57E+06	2.61E+06	2.61E+06
SPO0562	S-adenosyl-L-methionine methyltransferase	4.34E+06	4.37E+06	4.48E+06
SPO0563	"Glutathione S-transferase, putative"	2.46E+06	2.49E+06	2.28E+06
SPO0564	Aminomethyl transferase family protein	801828	687984	768051
SPO0565	Methyltransferase (EC 2.1.1.-)	231352	248444	238561
SPO0566	"Transcriptional regulator, TetR family"	585350	459193	401745
SPO0567	"Oxidoreductase, FAD-binding protein"	1.63E+06	1.61E+06	1.57E+06
SPO0568	Pyruvate ferredoxin/flavodoxin oxidoreductase family protein	1.04E+06	382043	717799
SPO0569	"Transcriptional regulator, AsnC family"	551046	525142	527520
SPO0570	LysM domain-containing protein	120825	128191	111914
SPO0571	PKD domain protein	393217	393925	418082
SPO0572	Adenylate/guanylate cyclase	328303	305134	298481
SPO0573	DUF3307 domain-containing protein	55413.6	51045.9	40673.3
SPO0574	"ABC transporter, transmembrane ATP-binding protein, putative"	1.91E+06	1.76E+06	1.85E+06
SPO0575	Acyl-CoA dehydrogenase (EC 1.3.99.-)	2.75E+06	2.69E+06	2.75E+06
SPO0576	"Transcriptional regulator, TetR family"	1.12E+06	1.08E+06	1.13E+06
SPO0577	Terpene utilization protein AtuA	556056	545894	530371
SPO0578	Acetyl-CoA carboxylase carboxyltransferase	586412	558693	573539
